Building ID,yield drift,yield force,peak drift,peak force,2% drift,2% force,2% area,fitted initial stiffness,fitted hardening stiffness,fitted hardening ratio,hardening ratio
381,0.012721143,0.373038026,0.0207799,0.401746874,0.02,0.40127900299999997,0.005204892,29.28996769,4.19617032,0.143263057,0.05
384,0.013343711999999999,0.40598167700000004,0.0213141,0.440071393,0.02,0.438980741,0.005534430999999999,30.369436,5.118119443,0.16852863,0.05
387,0.010618011,0.375974078,0.0171796,0.407717386,0.020000099999999996,0.398414902,0.005724278,35.3458433,5.8082150079999995,0.164325263,0.05
390,0.011865916,0.40020346,0.018312000000000002,0.435839541,0.02,0.430440373,0.005827455,33.66560463,6.631934737000001,0.196994375,0.05
393,0.012509606000000001,0.354157096,0.0192842,0.383740894,0.02,0.381399745,0.00501358,28.25162319,5.255029401,0.18600805199999998,0.05
396,0.010144185,0.334354374,0.0158548,0.362908213,0.020000099999999996,0.34932541100000003,0.00518115,32.90627333,6.1694072779999996,0.18748422899999997,0.05
399,0.011064072,0.335312509,0.0182692,0.37922749899999997,0.02,0.375478752,0.005117713,30.19959457,7.166310804,0.237298245,0.05
402,0.010529693,0.341790339,0.016784200000000003,0.394797357,0.02,0.384664024,0.00538042,32.28784423,9.218394199,0.285506649,0.05
405,0.016381337,0.533932022,0.038053500000000004,0.547942222,0.0200022,0.5410147470000001,0.0063690809999999995,31.96044391,0.870352899,0.027232191,0.027232191
408,0.012935771,0.378495774,0.019435900000000002,0.425642501,0.02,0.42560923799999995,0.005356315,29.03699068,8.952441352000001,0.30831161,0.05
411,0.012638311999999999,0.433550531,0.0258718,0.48889061,0.02,0.47388969299999995,0.006106099,33.84446338,4.85548046,0.143464543,0.05
414,0.01279196,0.453706051,0.023271200000000002,0.482172052,0.020002000000000002,0.481417229,0.006303585,35.06792073,3.560047887,0.101518648,0.05
417,0.014292822,0.43564221,0.0228333,0.45888887700000003,0.02,0.458830222,0.005708377,30.08817528,3.6860991110000003,0.122509892,0.05
420,0.013279098999999999,0.372097926,0.0271923,0.395322503,0.02,0.388606794,0.0050905640000000005,27.22954145,1.99572256,0.073292551,0.05
423,0.012366977,0.455724206,0.0250775,0.472725024,0.020000599999999997,0.47033719799999996,0.006393369,36.26172035,1.7100963569999998,0.047159824,0.047159824
426,0.010974121000000002,0.394732232,0.0191282,0.44656122600000003,0.02,0.446346194,0.006058909,35.61487893,7.931926605,0.222713844,0.05
429,0.011011765,0.393496567,0.0182308,0.436960513,0.02,0.436887431,0.005980206,35.51098911,7.151827216,0.201397578,0.05
432,0.014600173000000001,0.563064024,0.0229241,0.610128364,0.020000999999999998,0.603456323,0.007283151,38.28820156,6.862725374,0.179238645,0.05
435,0.013640000000000001,0.527108255,0.020102599999999998,0.619747057,0.02,0.61969698,0.007297673,38.44566995,16.34263059,0.42508377700000005,0.05
438,0.013358718,0.42373020100000003,0.0195385,0.47839949200000004,0.02,0.47813976700000005,0.005885738000000001,31.5398347,10.47498901,0.332119338,0.05
441,0.013525356,0.519603288,0.0216026,0.571628471,0.02,0.568112706,0.007132235,37.58772506,7.924860239,0.21083638899999999,0.05
444,0.015460426000000001,0.47458508,0.0299103,0.49852513299999995,0.02,0.491467745,0.005910146,30.062928000000003,2.190060046,0.07284919299999999,0.05
447,0.012330236000000001,0.41533899700000004,0.0209103,0.461346473,0.02,0.459737931,0.005963392,33.43742902,6.507368645,0.19461330699999999,0.05
450,0.012507418000000001,0.464459191,0.0242821,0.493844251,0.02,0.491291208,0.006525843000000001,36.64597615,3.225105925,0.08800709599999999,0.05
453,0.014126521000000001,0.5251435329999999,0.0281538,0.550195074,0.02,0.5437511110000001,0.006874475,36.77242836,2.237521701,0.060847809,0.05
456,0.012418108999999998,0.399699264,0.0239359,0.42246079700000005,0.02,0.420593954,0.0056431219999999995,31.60789186,2.6005390040000003,0.08227499099999999,0.05
459,0.012540053,0.34038169799999995,0.025875799999999997,0.360126061,0.0200017,0.35480484799999995,0.004735356,26.96136848,1.723661848,0.0639308,0.05
462,0.011863385,0.329950895,0.0244289,0.36978974,0.02,0.364201869,0.004787425,27.65863999,3.8316307569999997,0.138532869,0.05
465,0.012032801000000001,0.331376522,0.027400900000000002,0.356310123,0.02,0.351690441,0.00472358,27.25812691,2.063991103,0.07572021,0.05
468,0.010576587,0.314240233,0.024919200000000002,0.34476575200000004,0.0200008,0.34096705899999996,0.004752885,29.52888449,2.588514616,0.087660427,0.05
471,0.012294036000000001,0.28681712600000003,0.0328555,0.321221505,0.02,0.30586724,0.004058221,22.91600453,1.9742159,0.086150092,0.05
474,0.011211088999999999,0.30808032399999996,0.0265618,0.324232542,0.02,0.322264521,0.004503447,27.31984327,1.3618552080000002,0.049848573,0.049848573
477,0.010275803,0.292238179,0.0246392,0.312707053,0.0200005,0.310836522,0.00444092,28.27915909,1.786161144,0.063161749,0.05
