Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39,GM40,GM41,GM42,GM43,GM44
2.32,0.1236,0.098666,0.19685,0.098158,0.13585,0.098208,0.10278,0.16237,0.1759,0.21157,0.1718,0.11043,0.21602,0.16591,0.15753,0.10418,0.19131,0.17992,0.045605,0.093472,0.13597,0.074092,0.053429,0.10399,0.12479,0.063126,0.048871,0.21025,0.17713,0.27816,0.13913,0.23123,0.18956,0.20133,0.093703,0.04903,0.12676,0.19783,0.085929,0.099044,0.15959,0.19699,0.069764,0.062603
2.33,0.12232,0.099132,0.19431,0.09754,0.13489,0.096946,0.10167,0.16029,0.17653,0.20889,0.16935,0.11002,0.21562,0.16457,0.15775,0.10362,0.18884,0.17714,0.0456,0.094304,0.13657,0.074174,0.053013,0.1034,0.12369,0.062933,0.048165,0.20903,0.17652,0.27673,0.13888,0.23034,0.18981,0.201,0.093275,0.048646,0.12877,0.19631,0.085134,0.096115,0.1611,0.19393,0.069498,0.062206
2.34,0.12095,0.099493,0.19169,0.096932,0.13393,0.095663,0.10052,0.15822,0.17709,0.2062,0.16689,0.1096,0.21483,0.16321,0.15792,0.10302,0.18628,0.17439,0.045639,0.095131,0.13715,0.074327,0.052593,0.10282,0.12252,0.062712,0.047846,0.20776,0.17591,0.27536,0.13856,0.22944,0.18994,0.20055,0.092867,0.048259,0.13064,0.1948,0.084367,0.093178,0.16249,0.19075,0.069219,0.061812
2.35,0.11953,0.099749,0.189,0.096325,0.133,0.094401,0.099339,0.15616,0.17755,0.20362,0.16445,0.10918,0.21371,0.16185,0.15807,0.10238,0.18363,0.17166,0.045722,0.095948,0.13764,0.07462,0.052168,0.10225,0.12129,0.062462,0.047533,0.20647,0.17506,0.27391,0.13818,0.22851,0.19001,0.20005,0.092397,0.047869,0.13239,0.19331,0.083645,0.090216,0.16381,0.18804,0.068933,0.061421
2.36,0.11804,0.0999,0.18623,0.095718,0.13205,0.09313,0.098128,0.15411,0.17787,0.20121,0.16202,0.10876,0.21221,0.16044,0.15817,0.10171,0.18092,0.16896,0.045846,0.096747,0.13804,0.07508,0.051733,0.10168,0.11999,0.062184,0.047226,0.20513,0.174,0.27256,0.13773,0.22755,0.18996,0.19944,0.09185,0.047477,0.134,0.19183,0.082978,0.087253,0.16501,0.18575,0.068643,0.061032
2.37,0.11647,0.09997,0.18341,0.095113,0.1311,0.091848,0.096915,0.15207,0.17806,0.19994,0.15959,0.10833,0.21039,0.15898,0.1582,0.10099,0.17813,0.1663,0.046012,0.097525,0.13832,0.075858,0.051286,0.1011,0.11864,0.061877,0.046926,0.20377,0.17279,0.2713,0.13721,0.22655,0.18979,0.19871,0.091324,0.047084,0.13549,0.19037,0.082375,0.084281,0.1661,0.18332,0.068341,0.060645
2.38,0.11487,0.099942,0.18055,0.094497,0.13013,0.090592,0.095695,0.15007,0.17813,0.2044,0.15718,0.10789,0.20821,0.1575,0.15818,0.10027,0.17528,0.16367,0.046218,0.098279,0.13846,0.076734,0.050825,0.10052,0.11723,0.061539,0.046631,0.20236,0.17156,0.27011,0.13662,0.22551,0.18954,0.19793,0.090737,0.04669,0.13686,0.18893,0.081838,0.081308,0.16713,0.18075,0.068028,0.060261
2.39,0.11321,0.099824,0.17769,0.093868,0.12916,0.089337,0.094471,0.14811,0.17807,0.20842,0.15478,0.10745,0.20572,0.15604,0.1581,0.099521,0.17239,0.1611,0.046463,0.099003,0.13842,0.077686,0.050346,0.099935,0.11577,0.061174,0.046343,0.20093,0.17014,0.26909,0.13596,0.22442,0.18919,0.197,0.090075,0.046295,0.13812,0.18751,0.081362,0.078347,0.16804,0.17806,0.067714,0.059877
2.4,0.11321,0.099626,0.1748,0.093223,0.12818,0.088078,0.09325,0.14616,0.1779,0.21199,0.1524,0.10699,0.20286,0.15453,0.15803,0.098732,0.16946,0.15859,0.046744,0.099698,0.13817,0.078695,0.049849,0.099334,0.11426,0.060777,0.046061,0.19947,0.16854,0.26799,0.13524,0.22329,0.18871,0.19605,0.089405,0.045901,0.13927,0.18611,0.080949,0.075392,0.16886,0.17525,0.067391,0.0595
2.41,0.11359,0.099442,0.17191,0.092563,0.12723,0.086837,0.092057,0.14424,0.1776,0.2151,0.15003,0.10654,0.19976,0.15299,0.15791,0.097908,0.16648,0.15615,0.047061,0.10037,0.1377,0.079737,0.049332,0.098715,0.11269,0.060345,0.045786,0.19799,0.16772,0.26687,0.13445,0.2221,0.18819,0.19497,0.088706,0.045508,0.14033,0.18472,0.080587,0.072454,0.16962,0.17234,0.067058,0.059125
2.42,0.11388,0.099996,0.16906,0.091887,0.12627,0.085615,0.09088,0.14233,0.17718,0.21775,0.14795,0.10608,0.19638,0.15142,0.15774,0.09705,0.16349,0.15378,0.04741,0.10101,0.13703,0.08079,0.048793,0.098075,0.11108,0.059886,0.045517,0.19647,0.16753,0.2659,0.1336,0.22084,0.18755,0.19383,0.087936,0.045116,0.14131,0.18334,0.080271,0.069544,0.1703,0.16933,0.066717,0.05875
2.43,0.1141,0.10048,0.16725,0.091195,0.1253,0.084396,0.089722,0.14047,0.17663,0.21995,0.14649,0.10562,0.19284,0.14988,0.15752,0.096175,0.16048,0.15149,0.047792,0.1016,0.13611,0.081853,0.04823,0.097414,0.11005,0.059387,0.045254,0.19492,0.16727,0.26482,0.13268,0.21953,0.18682,0.19261,0.087112,0.044725,0.1422,0.18197,0.079993,0.068586,0.17092,0.16625,0.066375,0.058377
2.44,0.11428,0.10087,0.16541,0.090487,0.12433,0.083182,0.088596,0.13864,0.17592,0.22173,0.14503,0.10515,0.18915,0.1483,0.15725,0.09529,0.15745,0.14929,0.048202,0.10216,0.13492,0.082938,0.047644,0.096728,0.11049,0.058863,0.044996,0.19335,0.16673,0.26367,0.13171,0.21815,0.18605,0.1913,0.086308,0.044336,0.14303,0.18061,0.079744,0.067904,0.17148,0.16311,0.066023,0.058004
2.45,0.11439,0.10118,0.1635,0.089762,0.12335,0.082006,0.08751,0.13685,0.17517,0.22314,0.14509,0.10467,0.18769,0.14671,0.15698,0.094375,0.15442,0.14717,0.048639,0.10267,0.13347,0.08397,0.047032,0.096014,0.11088,0.058299,0.044744,0.19176,0.1659,0.26273,0.13069,0.2167,0.18519,0.18997,0.085436,0.04395,0.1438,0.17926,0.079559,0.067232,0.17197,0.1599,0.065662,0.057631
2.46,0.11442,0.1014,0.16153,0.089018,0.12238,0.080837,0.08646,0.13507,0.17595,0.22421,0.14635,0.1042,0.18631,0.14508,0.15668,0.093431,0.1514,0.14514,0.049101,0.10314,0.13175,0.084922,0.046396,0.095269,0.1112,0.057707,0.044498,0.19015,0.1651,0.26171,0.12962,0.21518,0.18425,0.18854,0.084499,0.043566,0.14453,0.17791,0.079538,0.066595,0.17239,0.15665,0.065298,0.057258
2.47,0.11442,0.10154,0.15974,0.088257,0.12142,0.079676,0.085451,0.13333,0.17655,0.22499,0.14754,0.10372,0.18479,0.14346,0.15634,0.09246,0.14838,0.14319,0.049585,0.10355,0.13123,0.085815,0.045732,0.094495,0.11145,0.057083,0.044257,0.18852,0.16403,0.26059,0.12851,0.2136,0.18326,0.18708,0.083572,0.043186,0.14521,0.17656,0.079539,0.066002,0.17276,0.15338,0.064929,0.056885
2.48,0.11435,0.10159,0.15863,0.087719,0.12045,0.078537,0.084487,0.13162,0.17698,0.22551,0.14865,0.10324,0.18314,0.14185,0.15596,0.091463,0.14538,0.1413,0.050089,0.10392,0.13103,0.086654,0.045042,0.093691,0.11164,0.056423,0.044405,0.18687,0.16273,0.25964,0.12736,0.21194,0.18222,0.18555,0.082607,0.042809,0.14586,0.17521,0.079554,0.065407,0.17305,0.1501,0.064552,0.056512
2.49,0.11421,0.10155,0.15749,0.087173,0.11947,0.077424,0.08357,0.12996,0.17729,0.2258,0.14971,0.10275,0.18138,0.14022,0.15554,0.090468,0.1424,0.13945,0.050611,0.10424,0.13061,0.08735,0.044326,0.092854,0.11177,0.056124,0.044776,0.18521,0.16129,0.25864,0.12619,0.21022,0.18112,0.18483,0.08158,0.042435,0.14648,0.17386,0.07957,0.065139,0.17326,0.14682,0.064167,0.056139
2.5,0.11404,0.10143,0.15634,0.086617,0.11849,0.076321,0.082703,0.12832,0.17753,0.22587,0.15071,0.10226,0.17953,0.13857,0.15509,0.089456,0.13945,0.13765,0.051148,0.10451,0.13003,0.087927,0.043584,0.091983,0.11184,0.056663,0.045133,0.18353,0.15979,0.25769,0.12498,0.20844,0.17999,0.18419,0.08084,0.042066,0.14708,0.1725,0.079578,0.065169,0.17344,0.14353,0.063783,0.055765
2.51,0.1138,0.10122,0.15516,0.086054,0.11757,0.07523,0.081886,0.12672,0.17774,0.22664,0.15166,0.10178,0.1776,0.1369,0.15465,0.088423,0.13653,0.13587,0.051696,0.10473,0.1293,0.088413,0.042817,0.091084,0.11185,0.057187,0.045477,0.18184,0.15809,0.25698,0.12375,0.20661,0.17885,0.18348,0.080612,0.041701,0.14765,0.17113,0.079567,0.065169,0.17356,0.14029,0.063391,0.05539
2.52,0.1135,0.10093,0.15402,0.085488,0.11672,0.074167,0.081117,0.12522,0.178,0.22835,0.15255,0.10128,0.17559,0.13524,0.15417,0.087369,0.13366,0.13412,0.052255,0.10489,0.12847,0.088702,0.042028,0.090154,0.11179,0.05768,0.045803,0.18015,0.1562,0.25647,0.1225,0.20473,0.17771,0.18278,0.080364,0.04134,0.14821,0.16976,0.079527,0.065137,0.17363,0.13706,0.062992,0.055016
2.53,0.11318,0.10056,0.15286,0.084905,0.11585,0.073123,0.080396,0.12554,0.1784,0.22998,0.15337,0.1008,0.17352,0.1336,0.15365,0.086298,0.13083,0.1324,0.052821,0.105,0.12817,0.088929,0.041451,0.089193,0.11169,0.058132,0.046115,0.17845,0.15425,0.2559,0.12123,0.20281,0.17657,0.18203,0.08001,0.040984,0.14875,0.16837,0.079453,0.065074,0.17367,0.13388,0.062588,0.054644
2.54,0.1128,0.10014,0.15168,0.084315,0.11496,0.072091,0.079718,0.1257,0.17895,0.23137,0.15411,0.10031,0.17139,0.13194,0.15311,0.085214,0.12805,0.1307,0.053391,0.10506,0.12779,0.088993,0.041532,0.088202,0.11152,0.058539,0.04641,0.17675,0.15223,0.25537,0.11993,0.20086,0.17553,0.18122,0.079589,0.040633,0.14927,0.16698,0.079334,0.064981,0.17368,0.13075,0.062184,0.054272
2.55,0.11236,0.09964,0.15049,0.083719,0.11496,0.07107,0.079077,0.12574,0.17972,0.23241,0.15478,0.099816,0.16922,0.13027,0.15253,0.084138,0.12533,0.12901,0.053963,0.10505,0.12725,0.089529,0.041633,0.087188,0.11129,0.058891,0.046687,0.17504,0.15006,0.25481,0.11862,0.19887,0.17464,0.18041,0.079129,0.040288,0.14975,0.16557,0.079166,0.064862,0.17367,0.12768,0.061773,0.053898
2.56,0.1119,0.099076,0.14928,0.083606,0.11606,0.070079,0.078463,0.12568,0.18073,0.233,0.15537,0.099331,0.167,0.1286,0.15194,0.083047,0.12268,0.12735,0.054539,0.10499,0.12695,0.090419,0.041752,0.086148,0.11101,0.059178,0.046945,0.17335,0.14775,0.25426,0.11728,0.19684,0.17377,0.17956,0.078599,0.039947,0.1502,0.16415,0.078944,0.064715,0.17363,0.12469,0.061355,0.053523
2.57,0.11138,0.09845,0.14807,0.083515,0.11702,0.069103,0.077882,0.12549,0.18196,0.23296,0.1559,0.098843,0.16474,0.12692,0.15135,0.081945,0.12009,0.1257,0.055113,0.10488,0.12663,0.091235,0.041888,0.085086,0.11067,0.059402,0.047186,0.17166,0.14538,0.25368,0.11593,0.19477,0.17288,0.17867,0.078013,0.039612,0.15062,0.16272,0.078667,0.064543,0.17358,0.12177,0.060936,0.053146
2.58,0.11082,0.097772,0.14688,0.083408,0.11788,0.068138,0.077326,0.12519,0.18341,0.23218,0.15637,0.098362,0.16244,0.12527,0.15072,0.080831,0.11758,0.12407,0.055682,0.10472,0.1262,0.091859,0.042039,0.084002,0.11028,0.05955,0.047409,0.16998,0.14301,0.25321,0.11456,0.19268,0.17197,0.17776,0.077408,0.039282,0.151,0.16127,0.078332,0.064345,0.1735,0.11894,0.060515,0.052768
2.59,0.11024,0.097046,0.14568,0.0833,0.11862,0.067184,0.076785,0.12482,0.18503,0.23057,0.15679,0.097882,0.16012,0.12362,0.15007,0.079708,0.11515,0.12246,0.056243,0.10452,0.12576,0.092373,0.042203,0.0829,0.10984,0.059628,0.047613,0.16832,0.14053,0.25262,0.11318,0.19055,0.17102,0.17684,0.076758,0.038958,0.15134,0.15982,0.077941,0.06412,0.17341,0.11621,0.060087,0.052388
2.6,0.10961,0.096268,0.14447,0.083187,0.11927,0.066256,0.07627,0.12432,0.18677,0.2281,0.15716,0.097403,0.15776,0.12196,0.14939,0.078583,0.11281,0.12085,0.056797,0.10428,0.12528,0.092723,0.042378,0.081786,0.10934,0.059625,0.047798,0.16668,0.13814,0.25211,0.1118,0.18838,0.17005,0.17588,0.076031,0.03864,0.15166,0.15836,0.077499,0.063868,0.17331,0.11356,0.059654,0.052006
2.61,0.10894,0.095439,0.14324,0.083058,0.11983,0.065453,0.075759,0.12372,0.18858,0.22473,0.15747,0.096932,0.15537,0.1203,0.14868,0.077468,0.11056,0.11927,0.057343,0.10399,0.12479,0.092911,0.042561,0.080659,0.10879,0.059545,0.047965,0.16506,0.13592,0.25156,0.11041,0.1862,0.16906,0.17488,0.075276,0.038327,0.15193,0.1569,0.077011,0.063594,0.17323,0.11104,0.059223,0.051623
2.62,0.10825,0.094571,0.14201,0.082928,0.12031,0.064844,0.075269,0.12307,0.19041,0.22047,0.15773,0.096462,0.15296,0.11865,0.14798,0.076347,0.1084,0.1177,0.057874,0.10367,0.12433,0.092985,0.042751,0.079522,0.1082,0.059385,0.048112,0.16346,0.13367,0.25101,0.10902,0.18398,0.16808,0.1739,0.074439,0.038021,0.15218,0.15543,0.076479,0.063297,0.17318,0.10861,0.058787,0.051237
2.63,0.10752,0.093663,0.14078,0.082791,0.12072,0.064287,0.074775,0.12231,0.19219,0.2178,0.15792,0.095999,0.15052,0.11699,0.14726,0.075222,0.10634,0.11615,0.058389,0.10331,0.12386,0.092864,0.042946,0.078378,0.10756,0.059145,0.048241,0.16189,0.13148,0.2505,0.10764,0.18174,0.16711,0.17289,0.073557,0.03772,0.1524,0.15395,0.075902,0.062976,0.17321,0.1063,0.058346,0.05085
2.64,0.10675,0.092711,0.13957,0.082635,0.12105,0.063768,0.074298,0.12147,0.19481,0.21492,0.15805,0.09554,0.14806,0.11535,0.14652,0.074094,0.10439,0.11461,0.058893,0.10291,0.12348,0.092674,0.043145,0.07723,0.10687,0.05883,0.048356,0.16033,0.12924,0.24997,0.10628,0.1795,0.16615,0.17184,0.072595,0.037426,0.15258,0.15248,0.075277,0.062636,0.1733,0.1041,0.057903,0.050461
2.65,0.10598,0.091716,0.13835,0.082487,0.1213,0.063303,0.07381,0.12058,0.19768,0.21162,0.15812,0.095086,0.14559,0.11373,0.14575,0.072965,0.10305,0.11308,0.059377,0.10246,0.12309,0.092304,0.043345,0.076083,0.10615,0.058434,0.048455,0.15879,0.12707,0.24934,0.10498,0.17725,0.16521,0.1708,0.0716,0.037137,0.15273,0.15101,0.074605,0.062278,0.17342,0.10203,0.05746,0.050074
2.66,0.10517,0.09068,0.13712,0.082322,0.12147,0.062881,0.073335,0.1196,0.20041,0.20796,0.15814,0.09464,0.14309,0.11211,0.14495,0.071837,0.10215,0.11157,0.05984,0.10197,0.12282,0.091838,0.043544,0.074938,0.10537,0.057971,0.048549,0.15727,0.12487,0.2487,0.10374,0.17501,0.16433,0.16975,0.070507,0.036855,0.15285,0.14954,0.07388,0.061901,0.17357,0.10008,0.057013,0.049686
2.67,0.10432,0.089605,0.13589,0.082149,0.12156,0.06251,0.072842,0.11854,0.20296,0.20399,0.15811,0.094196,0.14057,0.1105,0.14415,0.070724,0.10124,0.11007,0.060284,0.10145,0.12254,0.091252,0.043742,0.073798,0.10456,0.057434,0.048656,0.15575,0.12273,0.24793,0.10252,0.17315,0.16348,0.16866,0.069413,0.036579,0.15293,0.14809,0.073104,0.061507,0.17375,0.098252,0.056562,0.049295
2.68,0.10346,0.088494,0.13465,0.081974,0.12155,0.062188,0.07236,0.11745,0.20529,0.19975,0.15805,0.093764,0.13805,0.10889,0.14335,0.069616,0.10033,0.10859,0.060707,0.10088,0.12238,0.090538,0.043938,0.072664,0.10371,0.056834,0.048806,0.15424,0.12105,0.24711,0.10131,0.17141,0.16262,0.16757,0.068222,0.036309,0.15297,0.14664,0.072278,0.061101,0.17398,0.096544,0.056111,0.048903
2.69,0.10259,0.087347,0.13341,0.081779,0.12144,0.061911,0.071859,0.11629,0.20735,0.19531,0.158,0.093334,0.13551,0.10729,0.14252,0.06851,0.099435,0.10712,0.061102,0.10027,0.12222,0.089775,0.04413,0.071541,0.10282,0.05617,0.048986,0.15274,0.11966,0.2462,0.10011,0.16965,0.16173,0.16649,0.067016,0.036045,0.15298,0.1452,0.071405,0.060679,0.17424,0.094958,0.05566,0.048508
2.7,0.10168,0.086168,0.13219,0.081589,0.12121,0.061687,0.071356,0.11507,0.20913,0.19071,0.15794,0.092915,0.13294,0.10569,0.14168,0.067409,0.098552,0.10567,0.061476,0.099623,0.12218,0.088889,0.044317,0.07043,0.10189,0.055451,0.049383,0.15125,0.11822,0.24519,0.098927,0.16788,0.16081,0.16539,0.065751,0.035787,0.15295,0.14378,0.070488,0.060244,0.17451,0.093493,0.055204,0.048111
2.71,0.10076,0.084961,0.13097,0.081383,0.12088,0.06151,0.070842,0.11381,0.21057,0.18682,0.15792,0.092501,0.13039,0.10411,0.14081,0.066313,0.097693,0.10424,0.061823,0.098945,0.12214,0.087947,0.0445,0.069333,0.10094,0.054678,0.04979,0.14976,0.11674,0.24413,0.097749,0.16609,0.15988,0.16426,0.064432,0.035535,0.15289,0.14238,0.069531,0.0598,0.17477,0.092147,0.054746,0.047712
2.72,0.09982,0.08373,0.12975,0.081168,0.12043,0.061376,0.07031,0.11249,0.21167,0.18375,0.15793,0.092097,0.12826,0.10256,0.13992,0.065223,0.096869,0.10281,0.062141,0.098237,0.12221,0.086957,0.044676,0.068253,0.099948,0.053862,0.050187,0.14827,0.11524,0.24289,0.096581,0.16429,0.15892,0.16316,0.063109,0.035289,0.15279,0.141,0.068537,0.059345,0.17502,0.090917,0.054291,0.047311
2.73,0.098874,0.082478,0.12852,0.080949,0.11985,0.061294,0.069775,0.11115,0.21242,0.18049,0.158,0.091698,0.1264,0.10101,0.13905,0.064142,0.096083,0.10141,0.062436,0.097503,0.12226,0.085888,0.044847,0.067192,0.098924,0.053003,0.050571,0.14679,0.11377,0.24169,0.095426,0.16248,0.15792,0.16204,0.061717,0.035049,0.15265,0.13965,0.067518,0.05888,0.17526,0.089801,0.053833,0.046908
2.74,0.097909,0.081208,0.12729,0.08071,0.11916,0.061254,0.06978,0.10976,0.21279,0.17708,0.15812,0.09131,0.12455,0.09947,0.13815,0.063073,0.095345,0.10002,0.062697,0.096746,0.12241,0.084796,0.045013,0.066151,0.097868,0.052112,0.050936,0.14531,0.11227,0.24028,0.094284,0.16067,0.1569,0.16091,0.06033,0.034815,0.15248,0.13832,0.066473,0.058409,0.17549,0.088794,0.053371,0.046502
2.75,0.096924,0.079922,0.12606,0.080474,0.11834,0.061254,0.069874,0.10834,0.21279,0.17355,0.15829,0.09093,0.12274,0.097941,0.13724,0.06202,0.094662,0.098646,0.062934,0.096115,0.12253,0.083698,0.045173,0.065132,0.096794,0.051188,0.051281,0.14383,0.11075,0.23887,0.093156,0.15885,0.15583,0.1598,0.058904,0.034587,0.15228,0.13702,0.065412,0.05793,0.17569,0.087893,0.052912,0.046095
2.76,0.095925,0.078622,0.12485,0.080222,0.1174,0.0613,0.069967,0.10827,0.21245,0.16996,0.15848,0.090558,0.12094,0.096423,0.1363,0.060977,0.094039,0.097291,0.063137,0.096087,0.12272,0.082564,0.045327,0.064138,0.095691,0.050247,0.051605,0.14236,0.1092,0.23732,0.092042,0.15703,0.15474,0.15867,0.057455,0.034365,0.15205,0.13575,0.06434,0.057446,0.17588,0.087093,0.052452,0.045686
2.77,0.094933,0.077309,0.12364,0.079955,0.11634,0.061384,0.070052,0.10834,0.21177,0.16635,0.15865,0.090196,0.11915,0.094916,0.13535,0.059945,0.093484,0.095952,0.063315,0.096001,0.12286,0.081408,0.045477,0.063168,0.09456,0.049285,0.051907,0.1409,0.10765,0.23573,0.090944,0.15523,0.1536,0.15754,0.05659,0.034148,0.1518,0.13452,0.063263,0.05696,0.17606,0.08639,0.05199,0.045278
2.78,0.093928,0.075983,0.12244,0.079688,0.11516,0.061501,0.070133,0.10832,0.21081,0.16274,0.15878,0.089844,0.11737,0.093421,0.13441,0.058924,0.093002,0.094629,0.063458,0.095861,0.12303,0.0803,0.045623,0.062224,0.093404,0.048312,0.052186,0.13944,0.10615,0.23406,0.089864,0.15342,0.15244,0.15643,0.056034,0.033938,0.15152,0.13332,0.062187,0.056469,0.17622,0.085778,0.051529,0.04487
2.79,0.09291,0.074949,0.12123,0.079401,0.11386,0.061658,0.070208,0.10825,0.2096,0.15917,0.15884,0.089499,0.11561,0.091939,0.13345,0.057915,0.092599,0.093325,0.063576,0.09568,0.12314,0.079203,0.045766,0.061307,0.092237,0.047335,0.05244,0.13799,0.10463,0.23235,0.088804,0.15163,0.15127,0.15531,0.055477,0.033732,0.15122,0.13216,0.061115,0.055975,0.17638,0.085252,0.051069,0.044459
2.8,0.091883,0.074334,0.12002,0.079107,0.11245,0.061843,0.070272,0.10812,0.20821,0.15569,0.15884,0.089162,0.11386,0.090475,0.13248,0.056919,0.092281,0.092036,0.063661,0.095461,0.12324,0.078118,0.045906,0.061113,0.091047,0.046354,0.05267,0.13654,0.10311,0.23056,0.087762,0.14984,0.15009,0.1542,0.054919,0.033533,0.1509,0.13104,0.060119,0.055482,0.17654,0.084808,0.050607,0.044046
2.81,0.090846,0.073708,0.11882,0.078805,0.11093,0.062056,0.070336,0.10792,0.2067,0.15231,0.15878,0.088835,0.11211,0.089036,0.13149,0.055937,0.09205,0.090763,0.063718,0.095222,0.12327,0.077057,0.046045,0.061139,0.089837,0.045379,0.052875,0.1351,0.1016,0.22875,0.08674,0.14808,0.14893,0.1531,0.054362,0.033339,0.15055,0.12996,0.05927,0.054988,0.1767,0.084441,0.050149,0.043632
2.82,0.089818,0.073074,0.11762,0.078483,0.10931,0.062298,0.07039,0.10764,0.20512,0.14904,0.15866,0.088514,0.11039,0.087609,0.13049,0.054969,0.091912,0.089508,0.063746,0.094978,0.12323,0.07604,0.046183,0.061098,0.088608,0.044413,0.053054,0.13367,0.10014,0.22684,0.085738,0.14634,0.14789,0.15199,0.053804,0.03315,0.15019,0.12893,0.058447,0.054493,0.17686,0.084143,0.049689,0.043216
2.83,0.088789,0.072432,0.11644,0.078159,0.10759,0.062558,0.070429,0.10731,0.20356,0.14646,0.15849,0.088202,0.10867,0.086196,0.12948,0.054887,0.091868,0.088276,0.063746,0.094721,0.12313,0.075096,0.046322,0.060988,0.087369,0.043459,0.053207,0.13225,0.098685,0.2249,0.084757,0.14462,0.14697,0.1509,0.053247,0.032967,0.14981,0.12794,0.05765,0.054,0.17701,0.083909,0.049232,0.042799
2.84,0.087755,0.071783,0.11526,0.077821,0.10576,0.062844,0.070467,0.10693,0.20209,0.14426,0.15827,0.087896,0.10698,0.084796,0.12848,0.055117,0.091965,0.087171,0.063837,0.094438,0.1233,0.074197,0.046462,0.060813,0.08612,0.042521,0.053333,0.13083,0.097234,0.2229,0.083796,0.14292,0.14605,0.14981,0.052691,0.032788,0.1496,0.12699,0.056869,0.053511,0.17716,0.083734,0.048775,0.04238
2.85,0.086717,0.071127,0.11409,0.077463,0.10384,0.063141,0.070486,0.10648,0.20076,0.14205,0.15804,0.087596,0.10529,0.083411,0.12746,0.0553,0.092631,0.086081,0.063992,0.094123,0.12366,0.073348,0.046604,0.060574,0.084858,0.041603,0.053432,0.12942,0.095817,0.22083,0.082856,0.14126,0.14513,0.14872,0.052135,0.032615,0.14951,0.12609,0.056095,0.053024,0.17732,0.083613,0.04832,0.041959
2.86,0.085677,0.070477,0.11291,0.077109,0.10183,0.063456,0.070493,0.10597,0.19959,0.13995,0.15784,0.087304,0.10363,0.08204,0.12642,0.055452,0.09339,0.085001,0.064123,0.093774,0.12401,0.072554,0.046749,0.060273,0.083584,0.040709,0.053503,0.12803,0.094437,0.21876,0.081936,0.13962,0.1442,0.14765,0.051581,0.032447,0.14939,0.12524,0.055321,0.052541,0.17748,0.083543,0.047866,0.041537
2.87,0.084636,0.069821,0.11174,0.076736,0.099737,0.063778,0.070483,0.10541,0.19867,0.13804,0.15768,0.087015,0.10198,0.080684,0.12538,0.055561,0.094236,0.083934,0.064225,0.093393,0.1243,0.071818,0.046898,0.059913,0.082301,0.03984,0.053546,0.12664,0.093071,0.21662,0.081036,0.13801,0.14327,0.14657,0.051039,0.032284,0.14973,0.12444,0.054545,0.052788,0.17765,0.083517,0.047416,0.041113
2.88,0.0836,0.06916,0.11057,0.076347,0.097564,0.064111,0.070459,0.10481,0.19799,0.13614,0.15759,0.086734,0.10037,0.079344,0.12432,0.055637,0.095161,0.08288,0.064293,0.092981,0.1245,0.071143,0.047052,0.059499,0.08101,0.038997,0.053561,0.12527,0.091724,0.21449,0.080153,0.13642,0.14233,0.1455,0.050501,0.032126,0.15027,0.12368,0.053767,0.053041,0.17783,0.08353,0.046967,0.040689
2.89,0.082577,0.068495,0.10942,0.075958,0.095316,0.064443,0.070413,0.10415,0.19757,0.13421,0.15754,0.086457,0.098755,0.078019,0.12327,0.055676,0.096162,0.081837,0.064334,0.092545,0.12467,0.07056,0.047212,0.059035,0.079721,0.038182,0.053548,0.1239,0.090397,0.21229,0.079292,0.13486,0.1414,0.14444,0.049965,0.031972,0.15074,0.12296,0.052986,0.053253,0.17802,0.083578,0.046521,0.04056
2.9,0.081556,0.067825,0.10828,0.07555,0.092998,0.064785,0.070354,0.10343,0.19741,0.13225,0.15751,0.086186,0.097181,0.076709,0.12221,0.05568,0.097228,0.080806,0.06434,0.092088,0.1247,0.070036,0.04738,0.058526,0.078427,0.037396,0.053506,0.12255,0.089094,0.21011,0.078449,0.13332,0.14048,0.14338,0.04943,0.031823,0.15114,0.1223,0.052204,0.053423,0.1782,0.083656,0.046079,0.040687
2.91,0.080538,0.067152,0.10714,0.07513,0.090615,0.065119,0.07027,0.10268,0.19751,0.13031,0.15748,0.085918,0.095615,0.075416,0.12114,0.05565,0.098355,0.079787,0.064317,0.091621,0.12467,0.069572,0.047556,0.057978,0.07713,0.036819,0.053435,0.12121,0.087817,0.20783,0.077623,0.1318,0.13955,0.14234,0.048897,0.031678,0.15149,0.12167,0.051423,0.053553,0.17838,0.08376,0.045643,0.040805
2.92,0.079524,0.066477,0.106,0.074708,0.088174,0.065453,0.070175,0.10189,0.19783,0.12834,0.15743,0.085655,0.094079,0.074138,0.12006,0.055584,0.099535,0.078778,0.064257,0.091159,0.12453,0.069166,0.04774,0.057399,0.07583,0.036533,0.053337,0.11988,0.08659,0.20558,0.076818,0.13031,0.13864,0.1413,0.048366,0.031538,0.15177,0.12109,0.050647,0.053642,0.17855,0.083886,0.045217,0.040915
