Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39,GM40,GM41,GM42,GM43,GM44
4.12,0.029973,0.025186,0.03802,0.036823,0.053119,0.030283,0.044755,0.053554,0.069733,0.12236,0.059629,0.067176,0.031995,0.046602,0.043218,0.041352,0.13228,0.053391,0.035475,0.13307,0.078809,0.070359,0.052076,0.042758,0.021023,0.028797,0.03861,0.048984,0.064118,0.068837,0.066276,0.063913,0.049469,0.065011,0.021392,0.02431,0.085099,0.14456,0.044777,0.028977,0.1821,0.082684,0.021887,0.036495
4.13,0.029862,0.025038,0.037794,0.036574,0.053134,0.030243,0.044671,0.053157,0.069058,0.12325,0.059061,0.067057,0.03182,0.046769,0.04307,0.041311,0.13133,0.053514,0.035248,0.13353,0.078718,0.070584,0.052403,0.042884,0.020835,0.028667,0.038503,0.048756,0.063704,0.068551,0.065119,0.063725,0.048906,0.064693,0.021421,0.024244,0.084603,0.14472,0.044976,0.02875,0.18126,0.082525,0.021781,0.036426
4.14,0.029752,0.024891,0.037568,0.036326,0.05314,0.030201,0.044589,0.052755,0.068343,0.12409,0.058504,0.066933,0.031645,0.04693,0.04291,0.041246,0.13037,0.053631,0.035025,0.13398,0.078634,0.070805,0.052726,0.043009,0.020841,0.028533,0.038394,0.048529,0.063452,0.068253,0.063967,0.063529,0.048322,0.064372,0.021448,0.024178,0.084113,0.14486,0.045177,0.028521,0.1804,0.082353,0.021676,0.036353
4.15,0.029643,0.024744,0.037344,0.036081,0.053127,0.030157,0.044508,0.052352,0.068631,0.12488,0.057958,0.066805,0.031468,0.047078,0.042731,0.041161,0.12941,0.053739,0.034807,0.13443,0.078557,0.07102,0.053047,0.043133,0.020845,0.028394,0.038282,0.048303,0.063219,0.067954,0.062823,0.063327,0.047725,0.064055,0.021472,0.024112,0.08363,0.145,0.045379,0.028288,0.17952,0.082155,0.021571,0.036273
4.16,0.029534,0.024598,0.037121,0.03584,0.053103,0.030112,0.044429,0.051941,0.069654,0.12562,0.057421,0.066673,0.031291,0.047213,0.042541,0.041052,0.12845,0.053838,0.034592,0.13487,0.078487,0.071242,0.053366,0.043256,0.020848,0.028252,0.038167,0.048079,0.062976,0.067648,0.06169,0.063117,0.047137,0.063735,0.021492,0.024045,0.083155,0.14531,0.045582,0.028052,0.17864,0.081947,0.021466,0.036186
4.17,0.029425,0.024454,0.036899,0.035605,0.053064,0.030066,0.044352,0.051532,0.070601,0.1263,0.056894,0.06654,0.031112,0.047342,0.042333,0.04092,0.12748,0.053931,0.034382,0.13531,0.07843,0.071463,0.053683,0.043378,0.02085,0.028106,0.038049,0.047855,0.062724,0.067656,0.060571,0.0629,0.046585,0.063412,0.02151,0.023977,0.082688,0.14566,0.045786,0.027815,0.17774,0.081714,0.021362,0.036095
4.18,0.029317,0.02431,0.036678,0.035379,0.053012,0.030019,0.044276,0.051116,0.071471,0.12693,0.056377,0.066403,0.030933,0.047457,0.042117,0.040769,0.12651,0.054016,0.034176,0.13575,0.078381,0.071679,0.053996,0.043498,0.020851,0.027956,0.037929,0.047633,0.062462,0.067799,0.059471,0.062678,0.046269,0.063085,0.021524,0.023909,0.08223,0.14601,0.045992,0.027575,0.17682,0.081467,0.021259,0.035997
4.19,0.029209,0.024166,0.036459,0.035156,0.052949,0.02997,0.044202,0.050698,0.072262,0.1275,0.055871,0.066262,0.030753,0.047562,0.041884,0.040595,0.12553,0.054092,0.033973,0.13617,0.078337,0.071887,0.054305,0.043618,0.020851,0.027803,0.037808,0.047411,0.062203,0.067937,0.05839,0.062448,0.045969,0.06276,0.021538,0.023841,0.081781,0.14635,0.0462,0.027333,0.17589,0.081199,0.021156,0.035893
4.2,0.029102,0.024024,0.036241,0.034936,0.05287,0.029919,0.044128,0.050276,0.072976,0.12801,0.055374,0.066117,0.030572,0.047659,0.041643,0.040397,0.12456,0.054162,0.033775,0.13659,0.078301,0.072089,0.05461,0.043735,0.020849,0.027647,0.037684,0.047191,0.061943,0.068069,0.057334,0.062212,0.045659,0.062435,0.021552,0.023772,0.081341,0.14669,0.046409,0.027089,0.17495,0.080915,0.021054,0.035785
4.21,0.028995,0.023882,0.036024,0.034719,0.052784,0.029868,0.044056,0.049848,0.073613,0.12846,0.054887,0.065969,0.030391,0.047743,0.04139,0.04018,0.12358,0.054225,0.03358,0.137,0.078271,0.072301,0.05491,0.043852,0.020846,0.027486,0.037559,0.046972,0.061675,0.068195,0.056304,0.061969,0.045327,0.062107,0.021564,0.023703,0.080914,0.14703,0.046619,0.026842,0.174,0.080614,0.020952,0.03567
4.22,0.028888,0.023741,0.035808,0.034503,0.052681,0.029815,0.043985,0.049422,0.074177,0.12886,0.054409,0.065816,0.030211,0.047821,0.041126,0.039942,0.12261,0.05428,0.033399,0.13739,0.078246,0.072506,0.055206,0.043966,0.020842,0.027324,0.03743,0.046755,0.061399,0.068321,0.055304,0.06172,0.044987,0.061777,0.021573,0.023634,0.080498,0.14736,0.046832,0.026594,0.17303,0.080294,0.020851,0.035551
4.23,0.028782,0.023601,0.035594,0.034289,0.05264,0.02976,0.043915,0.048989,0.074669,0.1292,0.053942,0.065662,0.030031,0.047887,0.040853,0.039681,0.12163,0.054328,0.033227,0.13778,0.078228,0.072703,0.055497,0.044078,0.020836,0.027158,0.0373,0.046539,0.061115,0.068448,0.054337,0.061465,0.044626,0.061443,0.021578,0.023564,0.080096,0.14768,0.047047,0.026344,0.17205,0.07996,0.02075,0.035426
4.24,0.028676,0.023462,0.035381,0.034076,0.052783,0.029705,0.043847,0.048552,0.075094,0.12949,0.053614,0.065506,0.029849,0.047946,0.040569,0.039401,0.12066,0.05437,0.03306,0.13816,0.078216,0.072892,0.055782,0.044189,0.020829,0.026989,0.037167,0.046324,0.060823,0.068567,0.053404,0.061203,0.044254,0.061114,0.021581,0.023494,0.079707,0.148,0.047263,0.026093,0.17106,0.079605,0.020649,0.035296
4.25,0.02857,0.023324,0.035169,0.033864,0.052917,0.029648,0.04378,0.048116,0.075454,0.12973,0.053448,0.065346,0.029667,0.047996,0.040278,0.039102,0.11968,0.054404,0.032895,0.13854,0.078314,0.073085,0.056062,0.044298,0.02082,0.026818,0.037033,0.04611,0.060525,0.068677,0.052509,0.060935,0.043867,0.060782,0.021581,0.023423,0.079331,0.14831,0.047481,0.025842,0.17006,0.07924,0.020549,0.035162
4.26,0.028465,0.023186,0.034959,0.033655,0.05304,0.02959,0.043715,0.047673,0.075756,0.12992,0.053252,0.065183,0.029484,0.048039,0.039976,0.038781,0.11871,0.054432,0.032734,0.1389,0.078812,0.073275,0.056337,0.044404,0.02081,0.026644,0.036897,0.045897,0.060227,0.068777,0.051653,0.060661,0.043468,0.060448,0.021577,0.023353,0.078968,0.14861,0.047701,0.025589,0.16905,0.078851,0.02045,0.035023
4.27,0.02836,0.023049,0.034749,0.033446,0.05315,0.029531,0.043651,0.047225,0.076009,0.13005,0.053029,0.065016,0.0293,0.048073,0.039666,0.038439,0.11775,0.054454,0.032576,0.13926,0.079291,0.073456,0.056606,0.044509,0.020798,0.026467,0.03676,0.045684,0.059933,0.068868,0.050839,0.060381,0.043059,0.060111,0.021571,0.023281,0.078615,0.14891,0.047922,0.025336,0.16803,0.078455,0.02035,0.034878
4.28,0.028255,0.022913,0.034542,0.033237,0.053247,0.029471,0.043588,0.046779,0.076865,0.13015,0.052777,0.064845,0.029115,0.048103,0.039347,0.038081,0.11678,0.054471,0.032422,0.13961,0.079779,0.073628,0.056871,0.04461,0.020785,0.026288,0.03662,0.045473,0.059631,0.068949,0.050068,0.060096,0.04264,0.059773,0.021561,0.02321,0.078271,0.1492,0.048146,0.025081,0.16699,0.078036,0.020252,0.03473
4.29,0.02815,0.022778,0.034336,0.033029,0.053329,0.029409,0.043528,0.046327,0.078673,0.13019,0.0525,0.064673,0.02893,0.048126,0.039019,0.037703,0.11582,0.054481,0.032318,0.13995,0.080247,0.073808,0.05713,0.04471,0.02077,0.026107,0.036478,0.045263,0.059324,0.06902,0.049342,0.059806,0.042211,0.059439,0.021548,0.023138,0.077935,0.14948,0.048371,0.024827,0.16596,0.077608,0.020153,0.034577
4.3,0.028045,0.022644,0.034132,0.032824,0.0534,0.029346,0.043469,0.04587,0.080445,0.13021,0.052198,0.0645,0.028746,0.048142,0.038684,0.037306,0.11487,0.054485,0.032244,0.14029,0.080696,0.07398,0.057383,0.044807,0.020753,0.025924,0.036335,0.045053,0.05901,0.069147,0.048663,0.060035,0.041778,0.059102,0.021536,0.023066,0.077604,0.14976,0.048597,0.024571,0.16492,0.077161,0.020055,0.03442
4.31,0.027941,0.02251,0.033929,0.03262,0.053457,0.029282,0.043412,0.045411,0.082181,0.13018,0.051873,0.064323,0.028562,0.048154,0.038341,0.036889,0.11392,0.054484,0.032171,0.14062,0.081135,0.074141,0.057629,0.044901,0.020736,0.025738,0.036189,0.044845,0.058691,0.069267,0.048031,0.060685,0.041337,0.058763,0.021524,0.022993,0.077278,0.15003,0.048825,0.024317,0.16387,0.076701,0.019958,0.034259
4.32,0.027837,0.022377,0.033727,0.032415,0.053499,0.029217,0.043358,0.044952,0.083882,0.13012,0.05153,0.064143,0.028377,0.04816,0.037991,0.036458,0.11297,0.054479,0.0321,0.14094,0.081574,0.074305,0.057868,0.044993,0.020716,0.025551,0.036043,0.044637,0.058366,0.069376,0.047447,0.061303,0.04089,0.058422,0.021509,0.02292,0.076956,0.15028,0.049054,0.024063,0.16282,0.076228,0.019861,0.034094
4.33,0.027733,0.022245,0.033527,0.032212,0.053526,0.029151,0.043305,0.044488,0.085551,0.13003,0.051169,0.063998,0.028191,0.048358,0.037634,0.036009,0.11203,0.054468,0.03203,0.14125,0.081992,0.074465,0.0581,0.045082,0.020695,0.025361,0.035896,0.044432,0.058036,0.069473,0.046912,0.061886,0.04044,0.058079,0.02149,0.022847,0.076637,0.15053,0.049285,0.023809,0.16176,0.075739,0.019764,0.033924
4.34,0.027629,0.022114,0.033327,0.032009,0.053543,0.029084,0.043253,0.044019,0.08719,0.12991,0.050793,0.063958,0.028005,0.048572,0.037272,0.035783,0.1111,0.054453,0.031961,0.14155,0.082389,0.074615,0.058325,0.045168,0.020672,0.025171,0.035746,0.044227,0.057711,0.069561,0.046425,0.062436,0.03999,0.057738,0.021469,0.022773,0.07632,0.15077,0.049516,0.023555,0.1607,0.075243,0.019668,0.033751
4.35,0.027525,0.021984,0.033129,0.031808,0.053545,0.029016,0.043203,0.043771,0.088802,0.12976,0.050403,0.063916,0.027818,0.04878,0.036903,0.035711,0.11017,0.054434,0.031894,0.14185,0.08279,0.074765,0.058543,0.045251,0.020648,0.024978,0.035595,0.044023,0.057388,0.069653,0.045986,0.06295,0.039539,0.057398,0.021445,0.0227,0.076006,0.151,0.049749,0.023301,0.15963,0.074731,0.019573,0.033575
4.36,0.027421,0.021854,0.032932,0.031609,0.053534,0.028947,0.043154,0.043814,0.090392,0.12959,0.050003,0.063871,0.02763,0.048978,0.036631,0.035636,0.10925,0.054413,0.031828,0.14213,0.083177,0.074914,0.058755,0.045331,0.020622,0.024784,0.035443,0.04382,0.05706,0.069732,0.045596,0.063431,0.039084,0.057055,0.021417,0.022626,0.075693,0.15123,0.049982,0.023048,0.15856,0.074209,0.019477,0.033394
4.37,0.027317,0.021726,0.032736,0.03141,0.05351,0.028878,0.043107,0.043852,0.091966,0.1294,0.049592,0.063822,0.027443,0.04917,0.036454,0.035558,0.10834,0.054389,0.031763,0.14241,0.083543,0.07505,0.05896,0.045409,0.020594,0.024589,0.035288,0.043618,0.056727,0.069797,0.045252,0.063876,0.038626,0.056711,0.021387,0.022551,0.075382,0.15144,0.050216,0.022796,0.15748,0.073677,0.019383,0.03321
4.38,0.027214,0.021598,0.032541,0.031212,0.053477,0.028809,0.043061,0.043885,0.093523,0.12919,0.049174,0.063772,0.027257,0.049353,0.036278,0.035479,0.10743,0.054364,0.031699,0.14268,0.083892,0.075182,0.059158,0.045482,0.020565,0.024392,0.035133,0.043416,0.056391,0.069849,0.044955,0.064288,0.03816,0.056365,0.021353,0.022477,0.075073,0.15164,0.050451,0.022623,0.15639,0.07313,0.019288,0.033024
4.39,0.027111,0.021471,0.032347,0.031014,0.053429,0.028738,0.043017,0.043911,0.095068,0.12926,0.048749,0.063716,0.02707,0.04953,0.036103,0.035396,0.10653,0.054338,0.031637,0.14295,0.084247,0.075316,0.059347,0.045553,0.020534,0.024195,0.034977,0.043216,0.05605,0.069888,0.044702,0.064666,0.037688,0.056017,0.021316,0.022402,0.074765,0.15184,0.050686,0.022629,0.15531,0.072576,0.019195,0.032833
4.4,0.027007,0.021344,0.032155,0.030817,0.053369,0.028667,0.042975,0.043931,0.096606,0.12928,0.048315,0.06366,0.026916,0.049698,0.035928,0.035312,0.10565,0.054313,0.031576,0.1432,0.08458,0.075439,0.059528,0.045621,0.020502,0.024044,0.03482,0.043016,0.055713,0.069911,0.044492,0.06501,0.037215,0.055671,0.021279,0.022327,0.074458,0.15202,0.05092,0.022633,0.15422,0.072006,0.019101,0.032639
4.41,0.026904,0.02122,0.031964,0.030621,0.0533,0.028594,0.042934,0.043951,0.098135,0.12926,0.047871,0.063599,0.026888,0.049861,0.035756,0.035227,0.10476,0.054289,0.031515,0.14345,0.084891,0.07555,0.059702,0.045685,0.020467,0.023916,0.034662,0.042817,0.05538,0.06992,0.044322,0.06532,0.036787,0.055326,0.021243,0.022251,0.074152,0.1522,0.051155,0.022636,0.15313,0.071428,0.019008,0.032443
4.42,0.026801,0.021096,0.031774,0.030428,0.053217,0.028521,0.042894,0.043966,0.099661,0.12921,0.047417,0.063536,0.02686,0.050014,0.035585,0.035141,0.10389,0.054265,0.031456,0.14369,0.085198,0.075666,0.059872,0.045746,0.020432,0.023784,0.034502,0.042619,0.055043,0.069915,0.044192,0.065598,0.03645,0.05498,0.021204,0.022176,0.073847,0.15236,0.05139,0.022638,0.15204,0.070835,0.018916,0.032244
4.43,0.026698,0.020972,0.031585,0.030236,0.053124,0.028446,0.042856,0.043975,0.10118,0.12912,0.04695,0.063471,0.026832,0.050164,0.035413,0.035053,0.10303,0.054241,0.031398,0.14392,0.085496,0.075774,0.060038,0.045803,0.020394,0.023647,0.03434,0.042422,0.054704,0.069915,0.044099,0.065844,0.036116,0.054633,0.021236,0.0221,0.073544,0.15252,0.051623,0.022731,0.15094,0.070234,0.018824,0.032042
4.44,0.026595,0.02085,0.031397,0.030044,0.05302,0.028371,0.04282,0.043978,0.10269,0.129,0.046601,0.063401,0.026803,0.050305,0.035243,0.034963,0.10218,0.054217,0.031341,0.14414,0.085771,0.075869,0.060206,0.045857,0.020355,0.023507,0.034178,0.042226,0.054362,0.0699,0.044039,0.066064,0.035787,0.054284,0.021273,0.022024,0.073241,0.15266,0.051856,0.022967,0.14985,0.069619,0.018732,0.031837
4.45,0.026492,0.020728,0.03121,0.029853,0.052902,0.028295,0.042785,0.043977,0.10419,0.12885,0.046447,0.06333,0.026775,0.050441,0.035075,0.034871,0.10133,0.054191,0.031285,0.14435,0.08603,0.075968,0.060377,0.045907,0.020314,0.023364,0.034014,0.042031,0.054022,0.06987,0.044011,0.066338,0.03546,0.053935,0.021308,0.021948,0.072939,0.1528,0.052089,0.023195,0.14875,0.068995,0.018641,0.03163
4.46,0.026389,0.020608,0.031025,0.029663,0.052778,0.028217,0.042752,0.043976,0.10567,0.12868,0.046298,0.063256,0.026747,0.050573,0.034908,0.034776,0.1005,0.054163,0.031231,0.14455,0.086292,0.07606,0.06055,0.045954,0.020272,0.023235,0.033851,0.041837,0.053688,0.069823,0.044012,0.06658,0.035136,0.053598,0.021341,0.021871,0.072637,0.15292,0.05232,0.023413,0.14766,0.068362,0.018551,0.03142
4.47,0.026287,0.020488,0.03084,0.029474,0.052639,0.028139,0.042722,0.043968,0.10713,0.12848,0.046152,0.063179,0.026718,0.0507,0.034741,0.034679,0.09968,0.054133,0.031176,0.14475,0.08653,0.076153,0.060722,0.045997,0.020228,0.023113,0.033686,0.041644,0.053351,0.06976,0.044038,0.06679,0.034816,0.05348,0.021376,0.021795,0.072337,0.15304,0.05255,0.023623,0.14656,0.067717,0.01846,0.031208
4.48,0.026185,0.020368,0.030657,0.029285,0.052493,0.028061,0.042692,0.043956,0.10857,0.12825,0.046009,0.0631,0.026689,0.050823,0.034575,0.034581,0.098869,0.0541,0.031123,0.14493,0.086747,0.076241,0.060887,0.046036,0.020183,0.022992,0.03352,0.041452,0.053012,0.069681,0.044089,0.066971,0.034497,0.05335,0.021411,0.021718,0.072036,0.15314,0.052779,0.023823,0.14546,0.067069,0.018371,0.030995
4.49,0.026083,0.02025,0.030475,0.029097,0.052336,0.027981,0.042665,0.043938,0.10998,0.128,0.045871,0.063016,0.02666,0.050943,0.034409,0.034483,0.09807,0.054065,0.031072,0.1451,0.08697,0.076335,0.061046,0.046072,0.020135,0.022871,0.033354,0.04126,0.052677,0.069586,0.04416,0.067122,0.034182,0.053218,0.021443,0.021641,0.071737,0.15323,0.053005,0.024014,0.14437,0.06711,0.018281,0.030778
4.5,0.025982,0.020132,0.030294,0.028912,0.052169,0.0279,0.042638,0.043918,0.11135,0.12826,0.045735,0.062932,0.026631,0.051059,0.034246,0.034383,0.097282,0.054027,0.031021,0.14527,0.087168,0.076419,0.061197,0.046104,0.020087,0.022748,0.033186,0.04107,0.052347,0.069474,0.044248,0.067248,0.03387,0.053076,0.021475,0.021564,0.071437,0.15331,0.05323,0.024195,0.14327,0.06719,0.018193,0.030559
4.51,0.02588,0.020015,0.030114,0.028728,0.051995,0.027819,0.042613,0.043896,0.11267,0.12886,0.045604,0.062845,0.026601,0.05117,0.034084,0.03428,0.096505,0.053986,0.030971,0.14542,0.08735,0.076497,0.061341,0.046132,0.020037,0.022621,0.033017,0.040879,0.052014,0.069346,0.044352,0.067349,0.033587,0.052931,0.021505,0.021486,0.071138,0.15338,0.053453,0.024366,0.14218,0.067266,0.018104,0.03034
4.52,0.025778,0.019899,0.029935,0.028545,0.051809,0.027737,0.042589,0.043868,0.11393,0.1294,0.045476,0.062755,0.026571,0.051278,0.033922,0.034176,0.095741,0.053942,0.030921,0.14557,0.087532,0.076577,0.061477,0.046157,0.019985,0.022492,0.032847,0.04069,0.051683,0.069224,0.044469,0.067426,0.033366,0.052777,0.021534,0.021409,0.071029,0.15344,0.053673,0.024525,0.14108,0.067336,0.018016,0.030118
4.53,0.025676,0.019784,0.029757,0.028363,0.051619,0.027654,0.042566,0.043836,0.11512,0.12989,0.045351,0.062663,0.026541,0.05138,0.033761,0.034069,0.094988,0.053895,0.030872,0.1457,0.087688,0.076644,0.061604,0.046177,0.019932,0.02236,0.032678,0.040502,0.051359,0.069084,0.044595,0.067478,0.033146,0.052621,0.021561,0.021331,0.070933,0.15349,0.053891,0.024674,0.13999,0.0674,0.017929,0.029893
4.54,0.025575,0.019669,0.029581,0.028181,0.051418,0.027571,0.042545,0.043799,0.11623,0.13031,0.04523,0.062568,0.026511,0.051476,0.0336,0.033961,0.094248,0.053845,0.030825,0.14583,0.087839,0.076699,0.061724,0.046194,0.019878,0.022225,0.032508,0.040314,0.051033,0.068928,0.044729,0.067506,0.032929,0.052456,0.021586,0.021253,0.07084,0.15353,0.054107,0.02481,0.1389,0.06746,0.017843,0.029668
4.55,0.025473,0.019555,0.029405,0.028001,0.051211,0.027487,0.042525,0.043761,0.11725,0.13066,0.045111,0.062472,0.02648,0.051568,0.03344,0.033853,0.09352,0.053792,0.030778,0.14595,0.087978,0.076751,0.061835,0.046207,0.019822,0.022087,0.032337,0.040127,0.050706,0.068754,0.044869,0.067507,0.032713,0.052284,0.021611,0.021175,0.070748,0.15356,0.054319,0.024934,0.13781,0.067518,0.017757,0.029441
4.56,0.025372,0.019442,0.029231,0.027821,0.050999,0.027402,0.042506,0.043719,0.11817,0.13094,0.044995,0.062373,0.026449,0.051653,0.033282,0.033744,0.092805,0.053736,0.030732,0.14606,0.088093,0.076801,0.061937,0.046216,0.019764,0.021947,0.032165,0.03994,0.050378,0.068563,0.045011,0.067485,0.032498,0.052109,0.021633,0.021097,0.070659,0.15358,0.054571,0.025045,0.13672,0.067581,0.017671,0.029212
4.57,0.02527,0.01933,0.029057,0.027642,0.050778,0.027316,0.042488,0.043673,0.11898,0.13115,0.044976,0.062273,0.026417,0.051733,0.033125,0.033632,0.092102,0.053678,0.030687,0.14616,0.088214,0.076837,0.06203,0.046221,0.019706,0.021805,0.031993,0.039756,0.050059,0.068356,0.045154,0.067439,0.032286,0.051924,0.021657,0.021125,0.070571,0.15358,0.054841,0.025142,0.13563,0.06765,0.017585,0.028983
4.58,0.025169,0.019218,0.028885,0.027464,0.050553,0.02723,0.042472,0.043622,0.11968,0.13129,0.044992,0.062172,0.026386,0.051806,0.032968,0.033519,0.091412,0.053619,0.030642,0.14625,0.088308,0.076861,0.062113,0.046222,0.019645,0.021661,0.03182,0.039572,0.049739,0.068131,0.045297,0.06737,0.032075,0.051731,0.021681,0.021164,0.070485,0.15358,0.055108,0.025225,0.13454,0.06772,0.017501,0.028752
4.59,0.025067,0.019107,0.028714,0.027289,0.050325,0.027143,0.042456,0.043566,0.12025,0.13136,0.045006,0.062069,0.026354,0.051875,0.032812,0.033404,0.090735,0.053558,0.030598,0.14633,0.088397,0.076875,0.062188,0.04622,0.019584,0.021515,0.031646,0.039388,0.049419,0.0679,0.045436,0.06728,0.031866,0.051537,0.021703,0.021202,0.0704,0.15356,0.055373,0.025295,0.13346,0.067788,0.017416,0.028519
4.6,0.024966,0.018997,0.028544,0.027114,0.050091,0.027056,0.042442,0.043511,0.1207,0.13135,0.045019,0.061966,0.026321,0.051935,0.032657,0.033287,0.09007,0.053497,0.030555,0.1464,0.088471,0.076894,0.062253,0.046213,0.019521,0.021367,0.031472,0.039206,0.049097,0.067664,0.045571,0.067169,0.031658,0.051334,0.021724,0.021239,0.070316,0.15354,0.055635,0.02535,0.13237,0.067854,0.017332,0.028286
4.61,0.024865,0.018888,0.028375,0.026941,0.049854,0.026968,0.042429,0.043452,0.12102,0.13127,0.045031,0.061864,0.026288,0.051992,0.032502,0.03317,0.089419,0.053436,0.030512,0.14646,0.088524,0.076899,0.062309,0.046202,0.019457,0.021217,0.031298,0.039024,0.048775,0.067411,0.045701,0.067039,0.031452,0.051122,0.021743,0.021276,0.070234,0.1535,0.055894,0.025392,0.13128,0.067925,0.017249,0.028052
4.62,0.024764,0.018779,0.028207,0.026769,0.049613,0.026879,0.042418,0.043388,0.1212,0.13111,0.045043,0.061766,0.026255,0.05204,0.032348,0.033052,0.08878,0.053377,0.03047,0.14652,0.088579,0.076892,0.062355,0.046188,0.019392,0.021066,0.031124,0.038843,0.048452,0.067142,0.045822,0.066889,0.031248,0.050903,0.02176,0.021311,0.070153,0.15345,0.05615,0.025421,0.1302,0.068004,0.017166,0.027817
4.63,0.024663,0.018671,0.02804,0.026597,0.049369,0.02679,0.042408,0.04332,0.12125,0.13087,0.045056,0.061673,0.026221,0.052084,0.032194,0.032933,0.088155,0.053322,0.030429,0.14656,0.088605,0.076875,0.062392,0.04617,0.019325,0.020912,0.030949,0.038662,0.048133,0.066855,0.045935,0.066718,0.031045,0.050683,0.021776,0.021345,0.070073,0.15339,0.056403,0.025438,0.12912,0.068081,0.017083,0.02758
4.64,0.024562,0.018564,0.027875,0.026427,0.049124,0.0267,0.042399,0.043248,0.12116,0.13056,0.045069,0.061584,0.026187,0.052122,0.032043,0.032812,0.087542,0.053274,0.030388,0.1466,0.088627,0.076863,0.06242,0.046148,0.019257,0.020756,0.030774,0.038482,0.047819,0.066552,0.046038,0.066528,0.030844,0.050456,0.021791,0.021379,0.069994,0.15333,0.056651,0.025443,0.12804,0.068153,0.017001,0.027344
4.65,0.024461,0.018458,0.02771,0.026257,0.048876,0.02661,0.042391,0.043176,0.12094,0.13017,0.045082,0.061494,0.026153,0.052151,0.031893,0.03269,0.086943,0.053237,0.030347,0.14663,0.088632,0.076838,0.062439,0.046121,0.019188,0.020598,0.030598,0.038303,0.047505,0.066232,0.046129,0.066319,0.030645,0.05022,0.021804,0.021412,0.069916,0.15325,0.056896,0.025434,0.12697,0.068216,0.016919,0.027106
4.66,0.02436,0.018352,0.027547,0.026089,0.048627,0.026519,0.042383,0.0431,0.12059,0.1297,0.045097,0.061404,0.026118,0.052178,0.031743,0.032565,0.086356,0.053218,0.030307,0.14665,0.08861,0.0768,0.062449,0.046091,0.019118,0.020439,0.030422,0.038125,0.04719,0.065917,0.046209,0.06609,0.030447,0.049976,0.02182,0.021443,0.069839,0.15316,0.057137,0.025413,0.1259,0.068273,0.016838,0.026868
4.67,0.024259,0.018247,0.027385,0.025921,0.048376,0.026427,0.042377,0.043021,0.12011,0.12916,0.045112,0.061311,0.026082,0.052196,0.031593,0.032441,0.085782,0.053211,0.030268,0.14667,0.088595,0.076766,0.062451,0.046057,0.019046,0.020278,0.030245,0.037947,0.046875,0.065587,0.046276,0.065845,0.03025,0.049733,0.021833,0.021474,0.069762,0.15306,0.057374,0.025376,0.12483,0.068324,0.016757,0.026629
4.68,0.024159,0.018143,0.027224,0.025755,0.048123,0.026336,0.042371,0.042937,0.11952,0.12855,0.045127,0.061218,0.026046,0.052208,0.031445,0.032316,0.085221,0.053209,0.030229,0.14668,0.088549,0.076723,0.062443,0.04602,0.018974,0.020115,0.03007,0.03777,0.04656,0.06524,0.04633,0.065583,0.030056,0.049484,0.021846,0.021504,0.069686,0.15295,0.057607,0.025326,0.12377,0.068366,0.016677,0.02639
4.69,0.024058,0.01804,0.027065,0.025589,0.04787,0.026243,0.042367,0.042849,0.11881,0.12787,0.045142,0.061122,0.02601,0.052216,0.031296,0.03219,0.084672,0.053209,0.03019,0.14668,0.088488,0.076667,0.062427,0.045978,0.0189,0.01995,0.029893,0.037594,0.046245,0.064877,0.04637,0.065308,0.029862,0.049227,0.021857,0.021536,0.069609,0.15283,0.057836,0.025262,0.1227,0.068402,0.016597,0.02615
4.7,0.023958,0.017937,0.026906,0.025426,0.047616,0.026151,0.042362,0.042759,0.118,0.12714,0.045156,0.061025,0.025973,0.052217,0.031149,0.032062,0.084136,0.053211,0.030152,0.14668,0.08842,0.076615,0.062403,0.045933,0.018826,0.019784,0.029717,0.03742,0.04593,0.064498,0.046395,0.06502,0.029671,0.048964,0.021866,0.021566,0.069534,0.1527,0.058061,0.025183,0.12164,0.068431,0.016517,0.026022
4.71,0.023857,0.017835,0.026748,0.025264,0.047363,0.026057,0.042359,0.042668,0.11708,0.12635,0.045169,0.060926,0.025936,0.052211,0.031002,0.031933,0.083613,0.053214,0.030114,0.14667,0.088323,0.076554,0.06237,0.045883,0.01875,0.019617,0.02954,0.037245,0.045615,0.064103,0.046406,0.064722,0.029481,0.048702,0.021874,0.021595,0.069459,0.15256,0.05828,0.025092,0.12102,0.068449,0.016438,0.025917
4.72,0.023757,0.017733,0.026591,0.025103,0.04711,0.025964,0.042356,0.042574,0.11608,0.12551,0.045182,0.060824,0.025899,0.052202,0.030855,0.031802,0.083102,0.053221,0.030076,0.14665,0.088218,0.076481,0.06233,0.04583,0.018673,0.019449,0.029363,0.037072,0.045301,0.063692,0.046402,0.064414,0.029292,0.048433,0.02188,0.021624,0.069384,0.15241,0.058497,0.024988,0.1204,0.068463,0.016359,0.025809
